Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
Maruti,Delhi,2012,65000,Petrol,Manual,First,18.9,998,67.1,5,2.65
Mahindra,Hyderabad,2015,88428,Diesel,Manual,First,16.0,2179,140.0,7,10.6
Tata,Pune,2008,138000,Diesel,Manual,Second,17.1,1396,70.0,5,1.25
Maruti,Mumbai,2018,18000,Petrol,Manual,First,16.02,1373,93.7,7,8.25
Honda,Mumbai,2011,60000,Petrol,Automatic,First,11.7,2354,177.6,5,4.45
Maruti,Kolkata,2012,48000,Diesel,Manual,First,19.3,1248,73.9,5,3.7
Ford,Hyderabad,2009,160000,Diesel,Manual,First,17.8,1399,68.0,5,2.8
Honda,Kolkata,2008,40000,Petrol,Manual,First,17.7,1497,78.0,5,1.8
Audi,Kochi,2014,51495,Diesel,Automatic,First,17.68,1968,174.33,5,21.95
BMW,Mumbai,2011,30000,Diesel,Automatic,First,9.52,2993,313.0,4,49.0
Audi,Coimbatore,2017,97430,Diesel,Automatic,First,14.75,2967,245.0,7,62.67
Maruti,Pune,2008,42496,CNG,Manual,First,26.3,998,67.1,5,1.4
Hyundai,Pune,2012,83000,Diesel,Manual,First,23.0,1396,90.0,5,5.5
Hyundai,Bangalore,2009,37000,Petrol,Automatic,Third,16.95,1197,78.9,5,2.95
Honda,Kochi,2016,28503,Petrol,Automatic,First,19.0,1199,88.7,5,6.86
Maruti,Hyderabad,2015,76496,Diesel,Manual,First,25.2,1248,74.0,5,6.15
Hyundai,Pune,2011,79152,Petrol,Manual,Second,18.5,1197,82.85,5,3.3
Volkswagen,Kolkata,2011,32000,Petrol,Manual,First,16.47,1198,73.9,5,2.55
Maruti,Ahmedabad,2009,35000,Petrol,Manual,First,19.7,796,46.3,5,1.5
Toyota,Chennai,2004,105000,Petrol,Automatic,Second,11.3,1794,125.0,5,2.5
Maruti,Chennai,2006,56000,Petrol,Manual,Second,19.7,796,46.3,5,1.4
Tata,Pune,2012,73000,Diesel,Manual,First,21.12,1248,88.8,5,3.4
Maruti,Pune,2012,38000,Petrol,Manual,First,19.7,796,46.3,5,2.25
Skoda,Kolkata,2013,775000,Diesel,Automatic,First,19.3,1968,141.0,5,7.5
Toyota,Kolkata,2008,80000,Petrol,Automatic,First,11.3,1794,125.0,5,2.8
Hyundai,Coimbatore,2016,24973,Petrol,Manual,First,18.6,1197,81.83,5,7.66
Maruti,Chennai,2016,45000,Diesel,Manual,First,24.3,1248,88.5,5,7.15
Honda,Delhi,2010,87430,Petrol,Manual,First,17.0,1497,118.0,5,3.5
Tata,Hyderabad,2014,133944,Diesel,Manual,Second,18.0,1248,75.0,5,3.5
Honda,Kolkata,2013,57000,Diesel,Manual,First,25.8,1498,98.6,5,3.45
Hyundai,Coimbatore,2016,27904,Petrol,Manual,First,21.1,814,55.2,5,3.55
BMW,Kochi,2015,30717,Diesel,Automatic,Second,21.76,1995,190.0,5,25.99
Hyundai,Bangalore,2012,80000,Diesel,Manual,First,22.32,1582,126.32,5,5.25
Tata,Ahmedabad,2013,47304,Diesel,Manual,First,21.02,1248,88.8,5,2.9
Skoda,Jaipur,2005,100000,Petrol,Automatic,First,14.45,1984,227.0,5,2.05
Maruti,Pune,2017,30000,Petrol,Manual,First,24.07,998,67.1,5,3.75
Ford,Mumbai,2014,68000,Diesel,Manual,First,22.7,1498,89.84,5,6.75
Chevrolet,Kolkata,2011,21000,Petrol,Manual,Second,18.0,995,62.0,5,0.95
Jaguar,Hyderabad,2017,21000,Diesel,Automatic,First,19.33,1999,177.0,5,52.0
Honda,Jaipur,2007,119000,Petrol,Manual,Third,13.1,1997,141.1,5,3.91
Skoda,Kochi,2019,13747,Petrol,Automatic,First,14.67,1798,177.46,5,27.3
Hyundai,Chennai,2009,620000,Petrol,Manual,First,20.36,1197,78.9,5,2.7
Maruti,Delhi,2013,70000,Diesel,Manual,First,22.9,1248,74.0,5,3.5
Maruti,Mumbai,2016,18000,Petrol,Automatic,First,18.5,1197,83.14,5,6.2
Nissan,Chennai,2011,83000,Diesel,Manual,First,23.08,1461,63.1,5,2.75
Maruti,Mumbai,2015,130000,Diesel,Manual,First,23.4,1248,74.0,5,3.25
Ford,Pune,2012,63400,Diesel,Manual,First,17.8,1399,67.0,5,3.25
Maruti,Kolkata,2003,65000,Petrol,Manual,First,17.3,993,60.0,5,0.65
Mini,Pune,2017,8350,Petrol,Manual,First,13.8,1998,192.0,5,35.0
Toyota,Kolkata,2014,45000,Diesel,Manual,First,23.59,1364,67.05,5,3.25
Maruti,Kolkata,2018,26200,Petrol,Manual,First,24.7,796,47.3,5,2.9
Maruti,Bangalore,2011,11000,Petrol,Manual,Third,18.9,796,47.0,5,2.9
BMW,Bangalore,2009,90000,Diesel,Automatic,Second,11.0,2993,235.0,5,17.75
Nissan,Mumbai,2015,74000,Petrol,Automatic,Second,11.07,2496,179.5,5,8.25
Hyundai,Coimbatore,2015,37081,Petrol,Automatic,First,18.9,1197,82.0,5,5.77
Maruti,Hyderabad,2017,39000,Diesel,Manual,First,24.3,1248,88.5,5,9.49
Audi,Mumbai,2008,99000,Diesel,Automatic,Third,12.07,2967,241.4,7,12.95
Mercedes-Benz,Chennai,2015,38000,Diesel,Automatic,First,17.9,2143,136.0,5,20.0
Maruti,Chennai,2007,72000,Petrol,Manual,Third,16.1,796,37.0,4,1.0
Renault,Chennai,2015,93000,Diesel,Manual,Second,20.45,1461,83.8,5,7.1
Toyota,Mumbai,2017,5900,Diesel,Manual,First,21.43,1364,87.2,5,16.5
Mercedes-Benz,Chennai,2014,25000,Diesel,Manual,First,15.8,2148,170.0,5,26.0
Maruti,Hyderabad,2010,68000,Diesel,Manual,Second,21.1,1248,73.9,5,3.2
Honda,Kochi,2017,35676,Petrol,Automatic,First,16.0,1497,117.3,7,9.48
Hyundai,Kochi,2015,74310,Diesel,Manual,First,24.4,1120,71.0,5,4.0
Mercedes-Benz,Jaipur,2014,59364,Diesel,Automatic,First,14.21,2143,203.0,5,26.5
Mercedes-Benz,Kochi,2014,41380,Petrol,Automatic,Second,14.8,1595,120.7,5,11.77
Mercedes-Benz,Bangalore,2017,33900,Diesel,Automatic,First,15.0,2143,204.0,5,37.0
Honda,Mumbai,2016,28000,Petrol,Manual,First,17.8,1497,117.3,5,8.75
Honda,Chennai,2011,93982,Petrol,Manual,First,17.0,1497,118.0,5,3.75
Hyundai,Pune,2010,95000,Petrol,Manual,First,16.2,1599,103.2,5,2.5
Jaguar,Mumbai,2017,9000,Petrol,Automatic,First,13.5,1999,246.74,5,34.5
Honda,Delhi,2015,52516,Petrol,Manual,First,18.0,1198,86.7,5,4.65
Mini,Bangalore,2015,20000,Petrol,Automatic,First,18.86,1598,122.0,4,32.0
Mercedes-Benz,Coimbatore,2017,56451,Diesel,Automatic,First,13.5,2987,282.0,5,62.81
Hyundai,Chennai,2014,37000,Petrol,Manual,First,21.1,814,55.2,5,3.25
Maruti,Kolkata,2014,17400,Petrol,Manual,First,20.51,998,67.04,5,3.1
Maruti,Coimbatore,2011,90207,Diesel,Manual,First,21.1,1248,73.9,5,3.91
BMW,Chennai,2011,89616,Diesel,Automatic,First,16.07,1995,181.0,5,11.0
Tata,Pune,2014,85000,Diesel,Manual,First,13.49,2179,138.03,5,3.5
Audi,Chennai,2014,79271,Diesel,Automatic,First,20.38,1968,143.0,5,16.5
Land,Hyderabad,2012,56000,Diesel,Automatic,First,12.7,2179,187.7,5,30.0
Mercedes-Benz,Pune,2010,85001,Diesel,Automatic,Second,12.0,2987,224.0,7,28.0
Mitsubishi,Hyderabad,2018,12000,Diesel,Automatic,First,13.5,2477,175.56,7,28.0
Maruti,Jaipur,2010,125000,Petrol,Manual,First,19.7,796,46.3,5,0.92
Maruti,Pune,2013,53000,Petrol,Manual,First,14.0,1061,64.0,5,2.75
Land,Coimbatore,2017,34990,Diesel,Automatic,First,12.7,2179,187.7,5,53.83
Hyundai,Pune,2011,49768,Petrol,Manual,Second,17.01,1591,121.3,5,4.95
BMW,Hyderabad,2013,56000,Diesel,Automatic,First,16.73,2993,218.0,5,33.5
Jaguar,Bangalore,2013,75000,Diesel,Automatic,First,14.74,2993,270.9,5,27.95
Skoda,Hyderabad,2010,57000,Petrol,Automatic,First,13.7,1798,157.75,5,7.25
Audi,Kochi,2017,37542,Diesel,Automatic,First,15.73,1968,174.33,5,25.71
Land,Coimbatore,2014,95649,Diesel,Automatic,First,12.7,2179,187.7,5,29.67
Mercedes-Benz,Jaipur,2013,35299,Diesel,Automatic,First,14.84,2143,170.0,5,19.0
Mahindra,Kochi,2017,28464,Diesel,Manual,First,15.4,2179,120.0,7,13.05
BMW,Mumbai,2015,41000,Diesel,Automatic,First,21.76,1995,190.0,5,25.5
Honda,Pune,2017,9000,Petrol,Manual,First,15.4,1497,117.3,7,8.5
Volvo,Chennai,2010,92098,Diesel,Automatic,Second,16.0,2400,215.0,5,7.25
Hyundai,Pune,2005,5834,Petrol,Manual,First,13.2,1495,94.0,5,0.8
Hyundai,Jaipur,2017,40250,Petrol,Manual,First,17.19,1197,81.86,5,6.9
Mercedes-Benz,Coimbatore,2018,22397,Petrol,Automatic,First,11.5,2996,367.0,5,70.99
Hyundai,Kolkata,2015,20800,Petrol,Manual,Second,21.1,814,55.2,5,2.25
Hyundai,Kochi,2018,40322,Petrol,Manual,First,18.9,1197,81.86,5,5.5
Honda,Mumbai,2013,52576,Petrol,Manual,First,13.0,1493,100.0,5,4.35
Volkswagen,Kolkata,2010,55000,Petrol,Manual,First,16.47,1198,73.9,5,2.25
Audi,Mumbai,2016,47000,Petrol,Automatic,First,15.26,1798,187.74,5,24.5
Hyundai,Coimbatore,2017,23163,Petrol,Manual,First,15.29,1591,121.3,5,12.03
Mercedes-Benz,Mumbai,2011,50000,Petrol,Automatic,Second,11.74,1796,186.0,5,8.5
Mini,Mumbai,2014,11900,Petrol,Automatic,First,16.82,1998,189.08,4,28.5
Toyota,Bangalore,2013,37000,Diesel,Manual,First,23.59,1364,67.04,5,5.75
Honda,Delhi,2014,30000,Petrol,Manual,Second,19.4,1198,86.8,5,3.2
Maruti,Coimbatore,2018,12831,Petrol,Automatic,First,21.4,1197,83.1,5,9.89
Skoda,Coimbatore,2012,143017,Diesel,Automatic,First,20.0,1968,138.1,5,6.58
Hyundai,Kochi,2018,13102,Petrol,Manual,First,21.1,814,55.2,5,4.06
Renault,Coimbatore,2019,24950,Diesel,Manual,First,20.37,1461,108.45,5,13.37
BMW,Coimbatore,2011,57832,Diesel,Automatic,First,16.2,2993,258.0,5,25.82
Maruti,Kochi,2016,34267,Petrol,Manual,First,22.74,796,47.3,5,3.74
Volvo,Bangalore,2015,33000,Diesel,Automatic,Second,16.8,1984,150.0,5,22.0
Maruti,Ahmedabad,2007,55100,Petrol,Manual,First,18.9,998,67.1,5,1.45
Honda,Kolkata,2008,40000,Petrol,Manual,First,17.7,1497,78.0,5,2.0
Maruti,Kochi,2017,31841,CNG,Manual,First,15.1,1196,73.0,5,4.7
Chevrolet,Kolkata,2014,15000,Petrol,Manual,First,13.7,1399,98.79,8,3.75
Mahindra,Coimbatore,2016,82756,Diesel,Manual,First,15.96,2523,62.1,7,7.7
Hyundai,Hyderabad,2014,20600,Petrol,Manual,First,21.1,814,55.2,5,2.6
Hyundai,Coimbatore,2017,29952,Petrol,Automatic,First,13.0,1591,121.3,5,13.77
Volkswagen,Mumbai,2017,15000,Petrol,Manual,Second,16.09,1598,103.5,5,7.1
Honda,Pune,2008,61938,Petrol,Automatic,Second,12.9,1799,130.0,5,2.65
Tata,Hyderabad,2014,67000,Diesel,Manual,First,22.3,1248,74.0,5,2.5
Mahindra,Kochi,2013,61672,Diesel,Manual,First,16.0,2179,140.0,7,7.53
Hyundai,Coimbatore,2017,26185,Petrol,Manual,First,18.6,1197,81.83,5,7.98
Audi,Bangalore,2014,38000,Diesel,Automatic,Second,14.16,1968,174.3,5,39.0
Maruti,Chennai,2011,67000,Petrol,Manual,Second,18.5,1197,85.8,5,2.25
Mitsubishi,Chennai,2010,66000,Petrol,Manual,Second,13.17,1999,114.0,5,3.85
Toyota,Hyderabad,2015,80883,Diesel,Manual,First,12.8,2494,102.0,7,13.5
Maruti,Hyderabad,2016,80219,Diesel,Manual,First,27.62,793,47.0,5,3.5
Maruti,Delhi,2018,12923,Diesel,Manual,First,25.1,1248,88.5,5,8.92
Audi,Coimbatore,2016,86642,Diesel,Automatic,First,15.17,1968,181.0,5,20.37
BMW,Bangalore,2016,19235,Diesel,Automatic,First,21.76,1995,190.0,5,36.5
Audi,Coimbatore,2016,51002,Diesel,Automatic,First,11.33,4134,335.2,7,48.91
Hyundai,Pune,2016,6800,Petrol,Manual,First,18.6,1197,81.83,5,7.2
Renault,Hyderabad,2012,82749,Diesel,Manual,First,19.01,1461,108.45,5,5.99
Hyundai,Pune,2016,51000,Diesel,Manual,First,24.4,1120,71.0,5,5.25
Ford,Delhi,2014,31465,Diesel,Manual,First,22.7,1498,89.84,5,6.5
Volkswagen,Hyderabad,2013,76476,Petrol,Manual,First,16.47,1198,73.9,5,4.4
Hyundai,Kolkata,2017,14000,Diesel,Manual,First,24.0,1120,70.0,5,4.6
Tata,Ahmedabad,2013,47000,Diesel,Manual,First,21.12,1248,88.8,5,2.95
Honda,Kolkata,2011,48466,Petrol,Manual,First,17.0,1497,118.0,5,3.26
Hyundai,Bangalore,2008,46000,Petrol,Manual,Second,17.92,1086,62.1,5,2.22
Toyota,Hyderabad,2012,162663,Diesel,Manual,First,12.99,2494,100.0,7,10.5
Maruti,Coimbatore,2017,25142,Diesel,Manual,First,28.09,1248,88.5,5,8.26
Toyota,Delhi,2013,69000,Diesel,Manual,First,12.55,2982,169.0,7,14.45
Mercedes-Benz,Kochi,2018,26405,Petrol,Automatic,First,12.6,1950,191.34,5,51.43
Mercedes-Benz,Chennai,2014,45000,Diesel,Manual,First,15.8,2148,170.0,5,23.0
Skoda,Kolkata,2012,64284,Diesel,Manual,First,17.72,1968,108.49,5,5.5
Hyundai,Delhi,2015,27000,Petrol,Manual,First,18.9,1197,82.0,5,4.5
Ford,Hyderabad,2018,3678,Petrol,Manual,First,18.16,1196,86.8,5,6.8
Skoda,Mumbai,2013,21000,Petrol,Manual,First,16.8,1395,138.02,5,8.75
Renault,Mumbai,2015,67000,Diesel,Manual,Second,19.87,1461,83.8,5,7.0
Land,Delhi,2015,24000,Diesel,Automatic,Second,15.68,1999,177.0,5,33.5
Ford,Chennai,2011,75000,Diesel,Manual,Second,20.0,1399,68.0,5,2.25
Ford,Hyderabad,2008,179000,Diesel,Automatic,Second,12.8,2953,156.0,7,4.24
Toyota,Coimbatore,2017,47198,Diesel,Manual,First,12.55,2982,168.5,7,28.42
Volkswagen,Kolkata,2012,52000,Diesel,Manual,First,22.07,1199,73.9,5,2.75
Maruti,Jaipur,2011,91000,Diesel,Manual,First,23.2,1248,73.94,5,3.0
Nissan,Pune,2013,60000,Diesel,Manual,First,23.08,1461,63.1,5,3.55
Hyundai,Kolkata,2013,37873,Diesel,Manual,First,22.32,1582,126.32,5,4.8
BMW,Kolkata,2011,31000,Petrol,Automatic,First,10.8,2497,150.0,5,13.5
Mercedes-Benz,Pune,2017,129000,Diesel,Automatic,First,11.0,2987,258.0,7,56.0
Honda,Hyderabad,2004,78000,Petrol,Automatic,First,12.0,2354,187.4,5,3.99
Hyundai,Bangalore,2016,32000,Diesel,Automatic,First,17.01,1582,126.2,5,15.5
Hyundai,Jaipur,2010,59000,Petrol,Manual,Second,19.81,1086,68.05,5,2.32
Mercedes-Benz,Kochi,2016,35437,Diesel,Automatic,First,20.0,2143,136.0,5,18.58
Maruti,Jaipur,2014,98000,Petrol,Manual,First,16.02,1373,93.7,7,5.5
Skoda,Chennai,2006,72000,Diesel,Manual,Second,18.7,1896,66.0,5,3.2
Honda,Pune,2015,79000,Petrol,Manual,First,18.0,1198,86.7,5,4.0
Maruti,Chennai,2004,29000,Petrol,Manual,First,17.3,993,60.0,5,1.6
Maruti,Kochi,2013,66012,Petrol,Manual,First,15.5,1586,103.3,5,4.15
Honda,Mumbai,2014,35000,Petrol,Automatic,First,16.5,1198,86.8,5,4.25
Maruti,Ahmedabad,2011,75000,Petrol,Manual,First,18.9,998,67.1,5,2.6
Toyota,Mumbai,2008,80000,Petrol,Automatic,Second,12.1,2362,164.7,5,3.43
Chevrolet,Kochi,2012,32717,Petrol,Manual,First,18.6,1199,79.4,5,2.55
Toyota,Delhi,2017,25000,Diesel,Automatic,First,12.55,2982,168.5,7,32.0
Ford,Mumbai,2014,79000,Diesel,Manual,First,22.7,1498,89.84,5,6.25
Maruti,Hyderabad,2010,86000,Diesel,Manual,Second,17.8,1248,75.0,5,3.6
Mercedes-Benz,Pune,2010,137000,Diesel,Automatic,First,13.5,2987,282.0,5,18.5
Honda,Mumbai,2015,25000,Petrol,Manual,Second,17.3,1497,117.3,7,4.25
Hyundai,Mumbai,2017,8500,Petrol,Manual,Second,18.9,1197,82.0,5,4.8
Mahindra,Bangalore,2015,34000,Diesel,Automatic,First,16.0,2179,140.0,7,13.0
Skoda,Pune,2012,41629,Petrol,Manual,Second,14.83,1598,105.0,5,2.25
Hyundai,Hyderabad,2009,80227,Petrol,Manual,First,17.92,1086,62.1,5,2.3
Hyundai,Kochi,2019,8587,Petrol,Manual,First,15.29,1591,121.3,5,13.56
Mahindra,Delhi,2017,30000,Diesel,Manual,First,15.4,1997,120.0,7,12.25
Skoda,Pune,2013,64186,Diesel,Manual,First,20.5,1598,103.5,5,3.76
Renault,Coimbatore,2015,76427,Diesel,Manual,First,19.01,1461,108.45,5,8.58
BMW,Hyderabad,2011,75000,Diesel,Automatic,First,11.7,2993,245.0,5,27.5
Toyota,Coimbatore,2013,27075,Petrol,Manual,First,17.6,1496,88.73,5,4.95
Maruti,Ahmedabad,2012,30000,Petrol,Manual,First,22.5,998,67.04,5,3.3
Hyundai,Chennai,2016,69434,Petrol,Manual,First,15.8,1591,121.3,5,8.0
Maruti,Jaipur,2014,56000,Petrol,Manual,First,23.1,998,67.04,5,2.79
Land,Coimbatore,2017,49275,Diesel,Automatic,First,12.7,2179,187.7,5,45.64
Chevrolet,Pune,2014,8700,Petrol,Manual,First,18.6,1199,76.8,5,2.55
Tata,Ahmedabad,2014,18000,Petrol,Manual,Second,25.4,624,37.5,4,1.0
Audi,Coimbatore,2017,41041,Diesel,Automatic,First,17.68,1968,174.33,5,37.56
Mercedes-Benz,Kochi,2009,80464,Diesel,Automatic,Second,11.0,2987,198.5,5,9.29
Maruti,Kochi,2019,20667,Petrol,Manual,First,22.0,1197,81.8,5,6.37
Fiat,Coimbatore,2013,60283,Petrol,Manual,First,14.6,1368,112.0,5,2.98
Maruti,Kochi,2017,31696,Petrol,Manual,First,20.4,1197,81.8,5,5.75
Toyota,Hyderabad,2010,100000,Diesel,Manual,First,11.5,2982,171.0,7,13.0
Maruti,Mumbai,2014,13361,Petrol,Manual,First,16.02,1373,93.7,7,6.8
BMW,Coimbatore,2010,48394,Petrol,Automatic,First,12.05,1995,154.0,5,10.49
Maruti,Jaipur,2014,47399,Petrol,Manual,First,16.02,1373,93.7,7,5.6
Honda,Mumbai,2010,69000,Petrol,Automatic,Second,16.8,1497,118.0,5,2.85
Hyundai,Coimbatore,2013,65278,Diesel,Manual,First,14.66,2199,194.3,7,8.36
Tata,Jaipur,2005,108000,Diesel,Manual,First,17.0,1405,70.0,5,1.0
Mercedes-Benz,Kolkata,2010,50645,Petrol,Automatic,Second,10.93,2497,204.0,5,10.75
Maruti,Hyderabad,2011,130002,Diesel,Manual,First,19.3,1248,73.9,5,3.85
Ford,Hyderabad,2012,107000,Diesel,Manual,First,17.8,1399,67.0,5,3.0
Honda,Coimbatore,2015,41950,Petrol,Automatic,First,18.0,1497,117.3,5,9.6
Toyota,Delhi,2012,109000,Diesel,Manual,First,13.0,2982,168.5,7,13.25
Honda,Mumbai,2016,9000,Petrol,Manual,First,18.0,1198,86.7,5,5.75
Hyundai,Delhi,2014,43900,Diesel,Manual,First,22.54,1396,88.73,5,6.75
Chevrolet,Bangalore,2013,64000,Diesel,Manual,Second,18.2,1248,73.8,7,4.85
Mercedes-Benz,Kochi,2019,13190,Petrol,Automatic,First,0.0,1950,181.43,5,38.99
Maruti,Mumbai,2009,77652,Petrol,Automatic,First,12.6,1586,103.2,5,2.85
Toyota,Mumbai,2012,55000,Diesel,Manual,First,12.99,2494,100.0,7,9.51
BMW,Ahmedabad,2012,59900,Diesel,Automatic,Second,18.48,1995,177.0,5,18.5
Renault,Delhi,2015,73539,Diesel,Manual,First,19.01,1461,108.45,5,6.75
BMW,Coimbatore,2017,31645,Diesel,Automatic,First,20.68,1995,190.0,5,29.4
Honda,Kochi,2009,69690,Petrol,Manual,First,17.7,1497,78.0,5,3.29
Maruti,Delhi,2016,41000,Diesel,Manual,First,28.09,1248,88.5,5,9.5
Maruti,Pune,2010,109200,Petrol,Manual,Second,17.5,1298,85.8,5,2.2
Mahindra,Pune,2012,80000,Diesel,Manual,First,15.1,2179,140.0,7,6.5
Honda,Ahmedabad,2007,51000,Petrol,Manual,First,13.5,1799,130.0,5,4.9
Maruti,Pune,2013,105000,Diesel,Manual,Second,25.47,1248,88.5,7,6.75
Toyota,Chennai,2013,179000,Diesel,Manual,First,23.59,1364,67.04,5,3.8
Audi,Delhi,2013,12100,Petrol,Automatic,First,9.9,1984,207.8,2,29.5
Skoda,Hyderabad,2017,31000,Diesel,Manual,First,21.13,1498,108.4,5,10.5
Volkswagen,Hyderabad,2015,50000,Diesel,Manual,First,20.14,1498,88.8,5,6.2
Skoda,Jaipur,2009,48000,Diesel,Automatic,First,17.0,1896,105.0,5,5.0
Mahindra,Chennai,2007,35000,Diesel,Manual,First,19.2,1461,65.0,5,2.3
Toyota,Ahmedabad,2016,100200,Diesel,Automatic,First,11.36,2755,171.5,7,17.0
BMW,Bangalore,2014,47000,Diesel,Automatic,First,18.88,1995,184.0,5,25.5
Honda,Jaipur,2015,63642,Diesel,Manual,First,27.3,1498,98.6,5,5.65
Honda,Kochi,2015,62550,Diesel,Manual,First,25.8,1498,98.6,5,5.6
Jaguar,Kochi,2015,37340,Diesel,Automatic,First,16.36,2179,187.7,5,29.98
Maruti,Coimbatore,2016,38461,Diesel,Manual,First,26.59,1248,74.0,5,7.39
Jeep,Jaipur,2018,29000,Diesel,Manual,First,17.1,1956,170.0,5,19.0
Toyota,Pune,2010,31000,Petrol,Manual,First,12.5,1794,132.0,5,5.0
Honda,Kolkata,2011,42086,Petrol,Manual,First,17.0,1497,118.0,5,3.35
Maruti,Chennai,2013,49000,Petrol,Manual,First,18.6,1197,85.8,5,4.45
Hyundai,Coimbatore,2019,77240,Diesel,Automatic,First,22.32,1582,126.32,5,8.31
Mahindra,Jaipur,2012,105000,Diesel,Manual,Second,15.96,2523,62.1,7,6.0
Maruti,Chennai,2014,35000,Diesel,Manual,First,22.9,1248,74.0,5,5.25
Audi,Hyderabad,2012,202082,Diesel,Automatic,First,17.68,1968,174.33,5,12.3
Ford,Chennai,2004,129000,Petrol,Manual,Third,13.8,1299,70.0,5,1.5
Volkswagen,Coimbatore,2018,33558,Diesel,Manual,First,20.14,1498,88.0,5,8.12
Mahindra,Coimbatore,2012,60271,Diesel,Manual,First,13.6,2523,63.0,7,6.12
Honda,Coimbatore,2017,45366,Diesel,Manual,First,25.1,1498,98.6,5,10.88
Chevrolet,Kolkata,2014,9500,Petrol,Manual,First,18.2,1199,82.5,5,3.5
Hyundai,Kochi,2016,42362,Petrol,Manual,First,18.6,1197,81.83,5,6.15
BMW,Chennai,2016,21000,Diesel,Automatic,First,17.05,1995,184.0,5,33.0
BMW,Mumbai,2012,15200,Diesel,Automatic,First,15.06,1995,177.0,5,13.5
Toyota,Mumbai,2015,43690,Diesel,Automatic,First,12.55,2982,168.5,7,17.11
Audi,Kochi,2014,79926,Diesel,Automatic,First,11.33,4134,335.2,7,29.77
Maruti,Kolkata,2013,53073,Diesel,Manual,First,20.77,1248,88.76,7,5.95
Hyundai,Bangalore,2015,59000,Petrol,Manual,First,18.5,1197,80.0,5,5.75
Mercedes-Benz,Bangalore,2006,47088,Petrol,Automatic,Second,10.13,3498,364.9,5,19.0
Renault,Ahmedabad,2014,55000,Diesel,Manual,First,20.45,1461,83.8,5,4.75
Mahindra,Hyderabad,2013,80430,Diesel,Manual,Second,17.21,1493,100.0,7,3.3
Toyota,Delhi,2013,71932,Diesel,Automatic,First,12.55,2982,168.5,7,16.5
BMW,Mumbai,2014,19000,Diesel,Automatic,First,15.97,2993,258.0,7,44.0
Maruti,Hyderabad,2011,81759,Diesel,Manual,First,19.3,1248,73.9,5,4.39
Maruti,Kochi,2018,52010,Diesel,Manual,First,25.2,1248,74.0,5,6.2
Audi,Kochi,2016,58953,Petrol,Automatic,First,13.53,1984,177.01,5,24.22
Mitsubishi,Mumbai,2008,93000,Diesel,Manual,Third,10.5,2835,107.2,6,5.45
Jaguar,Delhi,2016,10000,Diesel,Automatic,First,16.36,2179,187.7,5,44.0
Toyota,Coimbatore,2019,40674,Diesel,Automatic,First,11.36,2755,171.5,7,24.82
Skoda,Mumbai,2015,50000,Diesel,Automatic,First,19.3,1968,141.0,5,11.69
Toyota,Bangalore,2018,1331,Petrol,Automatic,First,14.28,1798,138.03,5,20.0
Maruti,Pune,2010,60000,Petrol,Manual,First,19.7,796,35.0,8,1.45
Mercedes-Benz,Mumbai,2018,10003,Diesel,Automatic,First,17.9,2143,170.0,5,48.5
Volkswagen,Mumbai,2016,25000,Diesel,Automatic,First,21.5,1498,108.5,5,9.45
Mahindra,Ahmedabad,2015,73000,Diesel,Manual,First,16.0,2179,140.0,7,12.5
Nissan,Hyderabad,2014,59962,Diesel,Manual,First,20.45,1461,83.8,5,6.9
Hyundai,Jaipur,2012,72000,Diesel,Manual,Second,22.32,1582,126.32,5,5.8
BMW,Coimbatore,2016,20967,Diesel,Automatic,First,14.69,2993,258.0,5,44.56
Mahindra,Bangalore,2015,35000,Diesel,Manual,Second,15.4,2179,120.0,7,8.5
Hyundai,Coimbatore,2017,38056,Diesel,Manual,First,23.9,1582,126.2,5,10.7
Audi,Pune,2009,94000,Diesel,Automatic,Second,12.07,2967,241.4,7,12.0
Chevrolet,Coimbatore,2010,64236,Petrol,Manual,First,14.7,1150,76.0,5,2.44
Mahindra,Kolkata,2000,124000,Diesel,Manual,First,13.6,2523,63.0,7,1.95
Hyundai,Mumbai,2014,7400,Petrol,Manual,First,19.1,1197,82.0,5,4.35
Toyota,Hyderabad,2017,52000,Diesel,Manual,First,13.68,2393,147.8,8,17.5
Hyundai,Hyderabad,2015,68764,Petrol,Manual,First,21.1,814,55.2,5,2.9
Volkswagen,Delhi,2013,64000,Diesel,Manual,First,22.07,1199,73.9,5,2.9
Maruti,Pune,2016,21558,Diesel,Manual,First,24.3,1248,88.5,5,8.9
BMW,Mumbai,2013,37500,Diesel,Automatic,First,18.88,1995,184.0,5,16.75
Hyundai,Coimbatore,2016,14077,Petrol,Manual,First,21.1,814,55.2,5,3.95
Honda,Mumbai,2009,70000,Petrol,Manual,First,17.0,1497,118.0,5,2.1
Honda,Kochi,2011,54316,Petrol,Manual,Second,12.8,2354,177.6,5,4.29
Mahindra,Hyderabad,2009,90764,Diesel,Manual,First,14.0,2498,112.0,8,3.85
BMW,Chennai,2009,137000,Diesel,Automatic,Second,13.2,1995,170.0,5,9.0
Honda,Pune,2013,127000,Petrol,Manual,Second,16.8,1497,116.3,5,4.5
Mahindra,Kochi,2016,51884,Diesel,Manual,First,16.0,2179,140.0,7,12.46
Hyundai,Delhi,2014,67407,Diesel,Manual,First,21.27,1396,88.76,5,4.65
